,0,1,2
268,269,"{'TAE': 79666.48605190788, 'RMSE': 2476.5494545152605, 'MAPE': 0.3358972904344518, 'AIC': np.float64(15816.251352480156), 'BIC': np.float64(15974.435734855297)}","2015-06-20     7340.681538
2015-06-21      502.901332
2015-06-22     9877.518888
2015-06-23     7833.274569
2015-06-24     7169.298854
2015-06-25     7387.177256
2015-06-26     7764.371410
2015-06-27     7940.744872
2015-06-28      595.288118
2015-06-29    14661.095241
2015-06-30    12669.198046
2015-07-01    11883.558892
2015-07-02    11766.410597
2015-07-03    11899.294116
2015-07-04     7889.933026
2015-07-05      596.608076
2015-07-06    10206.038254
2015-07-07     8208.763830
2015-07-08     7435.620728
2015-07-09     7352.883362
2015-07-10     7510.860287
2015-07-11     7905.957600
2015-07-12      607.278136
2015-07-13    14648.964695
2015-07-14    12652.242573
2015-07-15    11877.815987
2015-07-16    11791.544237
2015-07-17    11946.943791
2015-07-18     7915.117333
2015-07-19      616.987836
2015-07-20    10228.895464
2015-07-21     8232.116614
2015-07-22     7457.821856
2015-07-23     7371.913127
2015-07-24     7527.577405
2015-07-25     7924.982161
2015-07-26      626.796177
2015-07-27    14668.228275
2015-07-28    12671.455251
2015-07-29    11897.146953
2015-07-30    11811.200938
2015-07-31    11966.838026
Freq: D, Name: predicted_mean, dtype: float64"
269,270,"{'TAE': 323.867388891289, 'RMSE': 915.575875148728, 'MAPE': 0.06908546440426623, 'AIC': np.float64(14795.469151816711), 'BIC': np.float64(14953.653534191852)}","2015-06-20     9468.654203
2015-06-21      318.284544
2015-06-22    10171.879533
2015-06-23     8879.417212
2015-06-24     8341.578039
2015-06-25     8629.466745
2015-06-26     8565.600801
2015-06-27     9641.150179
2015-06-28      382.329545
2015-06-29    12395.083060
2015-06-30    11124.113004
2015-07-01    10606.609169
2015-07-02    10875.813124
2015-07-03    10818.758991
2015-07-04     9660.019592
2015-07-05      396.956316
2015-07-06    10182.891159
2015-07-07     8912.755466
2015-07-08     8396.042395
2015-07-09     8664.519006
2015-07-10     8607.729911
2015-07-11     9672.878601
2015-07-12      409.650210
2015-07-13    12419.763873
2015-07-14    11149.660650
2015-07-15    10632.978353
2015-07-16    10901.426658
2015-07-17    10844.647877
2015-07-18     9685.503696
2015-07-19      422.268879
2015-07-20    10208.100986
2015-07-21     8937.999026
2015-07-22     8421.317927
2015-07-23     8689.765130
2015-07-24     8632.986751
2015-07-25     9698.119688
2015-07-26      434.884621
2015-07-27    12444.994286
2015-07-28    11174.892376
2015-07-29    10658.211323
2015-07-30    10926.658483
2015-07-31    10869.880119
Freq: D, Name: predicted_mean, dtype: float64"
270,271,"{'TAE': 23233.62557176, 'RMSE': 1341.7042894813917, 'MAPE': 0.18802961754569814, 'AIC': np.float64(15458.625968174489), 'BIC': np.float64(15616.81035054963)}","2015-06-20     2766.767336
2015-06-21     -141.816877
2015-06-22     8601.088770
2015-06-23     7919.069205
2015-06-24     6487.647607
2015-06-25     6327.457333
2015-06-26     6072.397759
2015-06-27     3359.769886
2015-06-28      113.788996
2015-06-29    13183.725343
2015-06-30    12423.569332
2015-07-01    10763.278690
2015-07-02    10541.345697
2015-07-03    10313.494253
2015-07-04     3324.523994
2015-07-05      103.905107
2015-07-06     8828.412499
2015-07-07     8074.171716
2015-07-08     6431.512162
2015-07-09     6214.328251
2015-07-10     5984.366156
2015-07-11     3336.613177
2015-07-12      114.033439
2015-07-13    13185.098415
2015-07-14    12430.400391
2015-07-15    10786.378630
2015-07-16    10568.827781
2015-07-17    10339.028727
2015-07-18     3345.042912
2015-07-19      122.614658
2015-07-20     8847.034235
2015-07-21     8092.371535
2015-07-22     6448.455012
2015-07-23     6230.932511
2015-07-24     6001.120861
2015-07-25     3353.755355
2015-07-26      131.315397
2015-07-27    13202.387156
2015-07-28    12447.721726
2015-07-29    10803.797073
2015-07-30    10586.272382
2015-07-31    10356.461705
Freq: D, Name: predicted_mean, dtype: float64"
271,272,"{'TAE': 14203.2933416304, 'RMSE': 909.9488696567371, 'MAPE': 0.09578351038243017, 'AIC': np.float64(14875.65576091176), 'BIC': np.float64(15033.840143286901)}","2015-06-20    3163.350041
2015-06-21    -447.065689
2015-06-22    5838.460523
2015-06-23    4665.880515
2015-06-24    4227.182695
2015-06-25    4648.030512
2015-06-26    4474.562754
2015-06-27    3216.882101
2015-06-28    -407.224280
2015-06-29    9026.986359
2015-06-30    7774.388522
2015-07-01    7263.258633
2015-07-02    7600.567639
2015-07-03    7517.058660
2015-07-04    3206.944112
2015-07-05    -415.822804
2015-07-06    5930.466659
2015-07-07    4685.697597
2015-07-08    4181.654309
2015-07-09    4527.136576
2015-07-10    4434.826220
2015-07-11    3203.215899
2015-07-12    -419.682068
2015-07-13    9008.583623
2015-07-14    7763.048611
2015-07-15    7258.311985
2015-07-16    7602.994597
2015-07-17    7511.545349
2015-07-18    3198.880135
2015-07-19    -424.005010
2015-07-20    5922.866094
2015-07-21    4677.406021
2015-07-22    4172.737229
2015-07-23    4517.498078
2015-07-24    4425.964581
2015-07-25    3194.603812
2015-07-26    -428.282588
2015-07-27    8999.926197
2015-07-28    7754.458792
2015-07-29    7249.783364
2015-07-30    7594.536558
2015-07-31    7503.011303
Freq: D, Name: predicted_mean, dtype: float64"
272,273,"{'TAE': 11621.83263026789, 'RMSE': 807.5150837142382, 'MAPE': 0.09923849329788496, 'AIC': np.float64(14919.567504469433), 'BIC': np.float64(15077.751886844573)}","2015-06-20     6623.582964
2015-06-21      154.337406
2015-06-22     8026.627837
2015-06-23     6444.271068
2015-06-24     5935.046417
2015-06-25     6088.534177
2015-06-26     5932.338711
2015-06-27     6755.586279
2015-06-28      217.833811
2015-06-29    11393.234181
2015-06-30     9706.755625
2015-07-01     9160.966100
2015-07-02     9204.198434
2015-07-03     9106.855471
2015-07-04     6757.692526
2015-07-05      225.792826
2015-07-06     8195.370774
2015-07-07     6518.088374
2015-07-08     5975.525118
2015-07-09     6028.531469
2015-07-10     5925.964016
2015-07-11     6770.930413
2015-07-12      238.510876
2015-07-13    11405.183521
2015-07-14     9727.085152
2015-07-15     9184.235623
2015-07-16     9236.374828
2015-07-17     9134.270869
2015-07-18     6783.179691
2015-07-19      250.806271
2015-07-20     8221.158265
2015-07-21     6543.132287
2015-07-22     6000.308154
2015-07-23     6052.524291
2015-07-24     5950.379212
2015-07-25     6795.516674
2015-07-26      263.139162
2015-07-27    11429.743136
2015-07-28     9751.710735
2015-07-29     9208.884349
2015-07-30     9261.093660
2015-07-31     9158.952230
Freq: D, Name: predicted_mean, dtype: float64"
273,274,"{'TAE': 18064.71005345258, 'RMSE': 816.6312844873829, 'MAPE': 0.09654689555881678, 'AIC': np.float64(13406.820420010217), 'BIC': np.float64(13565.004802385358)}","2015-06-20    4516.065527
2015-06-21    7938.749675
2015-06-22    5016.500363
2015-06-23    4631.515516
2015-06-24    4464.610603
2015-06-25    4700.276894
2015-06-26    5164.602724
2015-06-27    4561.090294
2015-06-28    7991.230112
2015-06-29    5410.032222
2015-06-30    5007.187014
2015-07-01    4865.094914
2015-07-02    5097.817235
2015-07-03    5562.382046
2015-07-04    4620.916404
2015-07-05    8051.305312
2015-07-06    5126.893152
2015-07-07    4723.455480
2015-07-08    4582.186639
2015-07-09    4814.811291
2015-07-10    5279.384033
2015-07-11    4681.235874
2015-07-12    8111.633046
2015-07-13    5530.363818
2015-07-14    5126.906489
2015-07-15    4985.664963
2015-07-16    5218.286374
2015-07-17    5682.859379
2015-07-18    4741.571712
2015-07-19    8171.969158
2015-07-20    5247.554632
2015-07-21    4844.096651
2015-07-22    4702.856030
2015-07-23    4935.477334
2015-07-24    5400.050348
2015-07-25    4801.908093
2015-07-26    8232.305549
2015-07-27    5651.036243
2015-07-28    5247.578240
2015-07-29    5106.337650
2015-07-30    5338.958950
2015-07-31    5803.531963
Freq: D, Name: predicted_mean, dtype: float64"
274,275,"{'TAE': 3442.9877780574316, 'RMSE': 818.407777813677, 'MAPE': 0.08712709417580827, 'AIC': np.float64(11685.629148680939), 'BIC': np.float64(11843.81353105608)}","2015-06-20    7050.550845
2015-06-21    -110.911876
2015-06-22    6547.855194
2015-06-23    5332.040487
2015-06-24    5244.550209
2015-06-25    4901.325087
2015-06-26    5517.650128
2015-06-27    7137.094642
2015-06-28     -82.421320
2015-06-29    9176.576421
2015-06-30    7932.213122
2015-07-01    7848.727866
2015-07-02    7522.699148
2015-07-03    8127.699025
2015-07-04    7132.795362
2015-07-05     -87.437950
2015-07-06    6558.637853
2015-07-07    5313.948908
2015-07-08    5230.502580
2015-07-09    4904.660445
2015-07-10    5509.535366
2015-07-11    7127.366604
2015-07-12     -92.874694
2015-07-13    9165.951908
2015-07-14    7921.259373
2015-07-15    7837.813464
2015-07-16    7511.973372
2015-07-17    8116.846922
2015-07-18    7121.925261
2015-07-19     -98.316125
2015-07-20    6547.757753
2015-07-21    5303.065179
2015-07-22    5219.619274
2015-07-23    4893.779205
2015-07-24    5498.652740
2015-07-25    7116.483780
2015-07-26    -103.757607
2015-07-27    9155.068974
2015-07-28    7910.376400
2015-07-29    7826.930495
2015-07-30    7501.090426
2015-07-31    8105.963960
Freq: D, Name: predicted_mean, dtype: float64"
275,276,"{'TAE': 11976.465022363234, 'RMSE': 571.0126830754518, 'MAPE': 0.1224117107428577, 'AIC': np.float64(13781.859266040115), 'BIC': np.float64(13940.043648415256)}","2015-06-20    1426.655193
2015-06-21    -808.450747
2015-06-22    3574.862976
2015-06-23    3173.505075
2015-06-24    2774.724247
2015-06-25    2946.297436
2015-06-26    2993.480547
2015-06-27    1451.845326
2015-06-28    -781.996615
2015-06-29    4790.997801
2015-06-30    4372.387302
2015-07-01    3968.120039
2015-07-02    4113.909247
2015-07-03    4158.743159
2015-07-04    1445.200899
2015-07-05    -788.691215
2015-07-06    3591.121469
2015-07-07    3173.195790
2015-07-08    2769.146305
2015-07-09    2915.958975
2015-07-10    2960.886135
2015-07-11    1439.820104
2015-07-12    -794.070019
2015-07-13    4779.063366
2015-07-14    4361.110505
2015-07-15    3957.052375
2015-07-16    4103.824420
2015-07-17    4148.747879
2015-07-18    1434.389151
2015-07-19    -799.501051
2015-07-20    3580.306117
2015-07-21    3162.354335
2015-07-22    2758.296548
2015-07-23    2905.070205
2015-07-24    2949.993811
2015-07-25    1428.960188
2015-07-26    -804.930010
2015-07-27    4768.203594
2015-07-28    4350.251768
2015-07-29    3946.193968
2015-07-30    4092.967561
2015-07-31    4137.891162
Freq: D, Name: predicted_mean, dtype: float64"
276,277,"{'TAE': 3069.4074910537456, 'RMSE': 667.405404910556, 'MAPE': 0.0930709030558111, 'AIC': np.float64(11790.146563613649), 'BIC': np.float64(11948.33094598879)}","2015-06-20    4971.060197
2015-06-21    -292.655676
2015-06-22    6036.242029
2015-06-23    5185.773157
2015-06-24    5100.502724
2015-06-25    4884.689818
2015-06-26    5715.809447
2015-06-27    5240.343300
2015-06-28    -204.786057
2015-06-29    8297.974411
2015-06-30    7384.959672
2015-07-01    7244.781182
2015-07-02    7034.295889
2015-07-03    7865.549459
2015-07-04    5229.234888
2015-07-05    -210.587122
2015-07-06    6113.210972
2015-07-07    5202.038172
2015-07-08    5063.479310
2015-07-09    4852.836296
2015-07-10    5684.085778
2015-07-11    5226.334395
2015-07-12    -213.644316
2015-07-13    8289.251780
2015-07-14    7378.024599
2015-07-15    7239.417920
2015-07-16    7028.779563
2015-07-17    7860.029165
2015-07-18    5223.191563
2015-07-19    -216.782522
2015-07-20    6107.011565
2015-07-21    5195.785989
2015-07-22    5057.180723
2015-07-23    4846.542228
2015-07-24    5677.791827
2015-07-25    5220.055885
2015-07-26    -219.918336
2015-07-27    8282.977877
2015-07-28    7371.752255
2015-07-29    7233.146946
2015-07-30    7022.508455
2015-07-31    7853.758054
Freq: D, Name: predicted_mean, dtype: float64"
277,278,"{'TAE': 15846.508265780401, 'RMSE': 976.812518657652, 'MAPE': 0.11057500296714419, 'AIC': np.float64(14865.87954527287), 'BIC': np.float64(15024.06392764801)}","2015-06-20    4826.071503
2015-06-21    -380.456568
2015-06-22    7324.056919
2015-06-23    6121.815610
2015-06-24    5787.423757
2015-06-25    5892.128376
2015-06-26    5907.757207
2015-06-27    4832.739890
2015-06-28    -359.529125
2015-06-29    9241.383455
2015-06-30    7992.458634
2015-07-01    7684.254490
2015-07-02    7730.774478
2015-07-03    7775.311234
2015-07-04    4829.718869
2015-07-05    -363.432099
2015-07-06    7360.504479
2015-07-07    6114.467136
2015-07-08    5804.643225
2015-07-09    5854.762059
2015-07-10    5897.510797
2015-07-11    4827.297159
2015-07-12    -365.799258
2015-07-13    9233.911961
2015-07-14    7987.696020
2015-07-15    7677.972296
2015-07-16    7727.868533
2015-07-17    7770.727864
2015-07-18    4824.838381
2015-07-19    -368.261411
2015-07-20    7355.749475
2015-07-21    6109.544581
2015-07-22    5799.814659
2015-07-23    5849.724665
2015-07-24    5892.577155
2015-07-25    4822.381895
2015-07-26    -370.717688
2015-07-27    9228.988935
2015-07-28    7982.783358
2015-07-29    7673.053820
2015-07-30    7722.962974
2015-07-31    7765.815887
Freq: D, Name: predicted_mean, dtype: float64"
278,279,"{'TAE': 20745.39874446235, 'RMSE': 2194.402585343186, 'MAPE': 0.19138781141380956, 'AIC': np.float64(12498.658339912039), 'BIC': np.float64(12656.84272228718)}","2015-06-20    10995.986127
2015-06-21      195.133397
2015-06-22     9194.703728
2015-06-23     7433.040220
2015-06-24     6891.696416
2015-06-25     6958.018770
2015-06-26     8229.073788
2015-06-27    11157.574882
2015-06-28      213.194773
2015-06-29    15437.183412
2015-06-30    12099.905553
2015-07-01    11910.475677
2015-07-02    11491.164650
2015-07-03    12485.815987
2015-07-04    11124.463687
2015-07-05      216.333400
2015-07-06    10286.931146
2015-07-07     7347.623333
2015-07-08     7069.306693
2015-07-09     6772.657394
2015-07-10     7837.123028
2015-07-11    11140.526944
2015-07-12      223.240643
2015-07-13    15176.707708
2015-07-14    12136.880251
2015-07-15    11881.014712
2015-07-16    11553.383400
2015-07-17    12600.215274
2015-07-18    11144.169671
2015-07-19      229.196005
2015-07-20    10368.122341
2015-07-21     7353.684230
2015-07-22     7092.147970
2015-07-23     6772.342124
2015-07-24     7823.627950
2015-07-25    11150.949588
2015-07-26      235.391794
2015-07-27    15171.600361
2015-07-28    12150.749385
2015-07-29    11890.645441
2015-07-30    11568.863031
2015-07-31    12619.023874
Freq: D, Name: predicted_mean, dtype: float64"
279,280,"{'TAE': 9147.852959284937, 'RMSE': 552.8282009411342, 'MAPE': 0.06821218514608822, 'AIC': np.float64(14749.33361427059), 'BIC': np.float64(14907.51799664573)}","2015-06-20    5946.182029
2015-06-21    -145.859591
2015-06-22    5952.985907
2015-06-23    4897.027330
2015-06-24    4932.080252
2015-06-25    5333.683124
2015-06-26    5722.970611
2015-06-27    5982.880324
2015-06-28    -142.313521
2015-06-29    7552.583692
2015-06-30    6498.172184
2015-07-01    6509.252241
2015-07-02    6901.659032
2015-07-03    7297.130366
2015-07-04    5980.003658
2015-07-05    -144.581317
2015-07-06    5966.625079
2015-07-07    4912.185158
2015-07-08    4923.705498
2015-07-09    5316.281184
2015-07-10    5711.638945
2015-07-11    5977.853820
2015-07-12    -146.742337
2015-07-13    7547.927856
2015-07-14    6493.488456
2015-07-15    6505.000711
2015-07-16    6897.573295
2015-07-17    7292.933142
2015-07-18    5975.690634
2015-07-19    -148.905318
2015-07-20    5962.305247
2015-07-21    4907.865838
2015-07-22    4919.378241
2015-07-23    5311.950882
2015-07-24    5707.310691
2015-07-25    5973.527693
2015-07-26    -151.068264
2015-07-27    7543.601853
2015-07-28    6489.162444
2015-07-29    6500.674845
2015-07-30    6893.247484
2015-07-31    7288.607294
Freq: D, Name: predicted_mean, dtype: float64"
280,281,"{'TAE': 3770.814643785823, 'RMSE': 570.7768173985348, 'MAPE': 0.08426876223406105, 'AIC': np.float64(14569.359473962837), 'BIC': np.float64(14727.543856337978)}","2015-06-20    6285.205656
2015-06-21     258.753719
2015-06-22    5966.199058
2015-06-23    5053.340500
2015-06-24    4968.864551
2015-06-25    5312.130318
2015-06-26    5863.350472
2015-06-27    6292.398134
2015-06-28     273.073011
2015-06-29    7412.086159
2015-06-30    6512.376908
2015-07-01    6453.284159
2015-07-02    6812.422271
2015-07-03    7317.705088
2015-07-04    6296.209119
2015-07-05     277.198858
2015-07-06    5944.980082
2015-07-07    5045.851766
2015-07-08    4987.880443
2015-07-09    5347.719794
2015-07-10    5850.973105
2015-07-11    6299.870711
2015-07-12     280.874359
2015-07-13    7418.135152
2015-07-14    6519.032502
2015-07-15    6461.110724
2015-07-16    6820.981055
2015-07-17    7324.144702
2015-07-18    6303.525702
2015-07-19     284.529965
2015-07-20    5952.233770
2015-07-21    5053.132254
2015-07-22    4995.212665
2015-07-23    5355.084364
2015-07-24    5858.244051
2015-07-25    6307.180401
2015-07-26     288.184692
2015-07-27    7425.442064
2015-07-28    6526.340598
2015-07-29    6468.421105
2015-07-30    6828.292865
2015-07-31    7331.452376
Freq: D, Name: predicted_mean, dtype: float64"
